SID,First Name,Last Name,Name,Section,Email Address,Exam 1 Score,Exam 2 Score,Exam 3 Score,Homework Score,Quiz Score,Final_Score,Final Score,Ceiling Score,Grade
mxl67812,Michelle,Lee,"Lee, Michelle",1,michelle.lee@univ.edu,0.91,0.76,0.77,0.7743243243243243,0.8405797101449275,0.798903642773208,0.798903642773208,80.0,B
msl77920,Mark,Lopez,"Lopez, Mark Steven",1,mark.lopez@univ.edu,0.94,0.87,0.78,0.75,0.7246376811594203,0.7683913043478261,0.7683913043478261,77.0,C
nxm87406,Nicole,Mann,"Mann, Nicole",1,nicole.mann@univ.edu,0.99,0.85,0.97,0.8789920634920636,0.754985994397759,0.8580926237161532,0.8580926237161532,86.0,B
sgm04582,Shawn,Marshall,"Marshall, Shawn Grace",1,shawn.marshall@univ.edu,0.69,0.68,0.62,0.7675675675675676,0.7101449275362319,0.7155705052878966,0.7155705052878966,72.0,C
jxm83777,Jorge,Miller,"Miller, Jorge",1,jorge.miller@univ.edu,0.74,0.73,0.81,0.8409682539682539,0.7690730837789661,0.7986092267209914,0.7986092267209914,80.0,B
kam90876,Kimberly,Moore,"Moore, Kimberly Andrea",1,kimberly.moore@univ.edu,0.64,0.96,0.64,0.7945945945945946,0.7101449275362319,0.7548813160987075,0.7548813160987075,76.0,C
dxn21936,Donna,Nguyen,"Nguyen, Donna",1,donna.nguyen@univ.edu,0.7,0.87,0.64,0.768918918918919,0.6666666666666666,0.7255675675675676,0.7255675675675676,73.0,C
tmo55387,Tiffany,Ortega,"Ortega, Tiffany Maria",1,tiffany.ortega@univ.edu,0.7,0.82,0.62,0.7764920634920635,0.8115942028985508,0.7640750862663906,0.7640750862663906,77.0,C
txp55047,Timothy,Parker,"Parker, Timothy",1,timothy.parker@univ.edu,0.73,0.93,0.66,0.8055436507936508,0.8699108734402852,0.811690722349546,0.811690722349546,82.0,B
mjp68159,Mark,Patrick,"Patrick, Mark Jennifer",1,mark.patrick@univ.edu,0.92,0.65,0.8,0.8135135135135135,0.6270842882607588,0.744530691883633,0.744530691883633,75.0,C
dxp49123,Douglas,Payne,"Payne, Douglas",1,douglas.payne@univ.edu,0.74,0.71,0.96,0.7462857142857142,0.575902724726254,0.7232851031321619,0.7232851031321619,73.0,C
jmp63760,Jonathan,Pena,"Pena, Jonathan Michael",1,jonathan.pena@univ.edu,0.74,0.79,0.84,0.7594594594594595,0.6521739130434783,0.7414359576968272,0.7414359576968272,75.0,C
ksp17362,Kristin,Petersen,"Petersen, Kristin Sarah",1,kristin.petersen@univ.edu,0.97,0.68,0.97,0.8283783783783784,0.4892360580595875,0.7401221687692275,0.7401221687692275,75.0,C
bdp78944,Brooke,Powers,"Powers, Brooke David",1,brooke.powers@univ.edu,0.77,0.87,0.9,0.8028849206349206,0.7391304347826086,0.8033930986887509,0.8033930986887509,81.0,B
rkr43763,Rhonda,Rice,"Rice, Rhonda Kyle",1,rhonda.rice@univ.edu,0.61,0.98,0.96,0.780420634920635,0.6666666666666666,0.7846682539682539,0.7846682539682539,79.0,C
bms82804,Beth,Sanders,"Sanders, Beth Melissa",1,beth.sanders@univ.edu,0.73,0.71,0.67,0.8027027027027027,0.6376811594202898,0.7203854289071681,0.7203854289071681,73.0,C
rxs30280,Richard,Saunders,"Saunders, Richard",1,richard.saunders@univ.edu,0.65,0.93,0.64,0.7108108108108108,0.836384008148714,0.7567395267689385,0.7567395267689385,76.0,C
bxs54690,Billy,Schwartz,"Schwartz, Billy",1,billy.schwartz@univ.edu,0.89,0.62,0.93,0.7418918918918919,0.7822689075630253,0.7774374290256644,0.7774374290256644,78.0,C
mxs33416,Matthew,Smith,"Smith, Matthew",1,matthew.smith@univ.edu,0.66,0.63,0.93,0.7838214285714286,0.647807486631016,0.7433708174178761,0.7433708174178761,75.0,C
kxs29884,Kerry,Smith,"Smith, Kerry",1,kerry.smith@univ.edu,0.62,0.95,0.84,0.7976071428571428,0.6231884057971014,0.7579993788819877,0.7579993788819877,76.0,C
txt65366,Thomas,Terry,"Terry, Thomas",1,thomas.terry@univ.edu,0.83,0.74,0.99,0.7864864864864864,0.7536231884057971,0.8046815511163338,0.8046815511163338,81.0,B
sxt33634,Sandra,Thomas,"Thomas, Sandra",1,sandra.thomas@univ.edu,0.88,0.62,0.96,0.7873888888888889,0.6521739130434783,0.7606077294685991,0.7606077294685991,77.0,C
jxu45537,James,Underwood,"Underwood, James",1,james.underwood@univ.edu,0.77,0.76,0.84,0.8283783783783784,0.6376811594202898,0.7631556991774383,0.7631556991774383,77.0,C
sxv18182,Sara,Vasquez,"Vasquez, Sara",1,sara.vasquez@univ.edu,0.64,0.73,0.75,0.8013513513513514,0.4492753623188406,0.6728231492361928,0.6728231492361928,68.0,D
jxw53347,Joyce,Walls,"Walls, Joyce",1,joyce.walls@univ.edu,0.69,0.73,0.91,0.7513513513513513,0.6677005347593583,0.744850700968348,0.744850700968348,75.0,C
jxw98212,Jill,Walsh,"Walsh, Jill",1,jill.walsh@univ.edu,0.73,0.99,0.78,0.7446746031746031,0.5507246376811594,0.715587232574189,0.715587232574189,72.0,C
axw80146,Angela,Warren,"Warren, Angela",1,angela.warren@univ.edu,0.7,0.84,0.78,0.817718253968254,0.6878635090399797,0.7694463542992956,0.7694463542992956,77.0,C
tsw14969,Tamara,Warren,"Warren, Tamara Shawn",1,tamara.warren@univ.edu,0.77,0.8,0.99,0.8017658730158731,0.8405797101449275,0.8398802622498275,0.8398802622498275,84.0,B
txw75701,Travis,Washington,"Washington, Travis",1,travis.washington@univ.edu,0.94,0.74,0.68,0.8391891891891892,0.7528851540616246,0.784541221894163,0.784541221894163,79.0,C
sxw76890,Samuel,Weber,"Weber, Samuel",1,samuel.weber@univ.edu,0.79,0.96,0.86,0.8608108108108108,0.6231884057971014,0.7957808460634548,0.7957808460634548,80.0,B
jty40106,Joseph,Young,"Young, Joseph Teresa",1,joseph.young@univ.edu,0.72,0.68,0.96,0.7900476190476191,0.7971072065189713,0.8031512095747391,0.8031512095747391,81.0,B
